id,spatial_split
LFU_42510077,spatial_train
LFU_42516181,spatial_test
LFU_42517003,spatial_train
LFU_42519181,spatial_train
LFU_42520063,spatial_train
LFU_42526006,spatial_train
LFU_42529117,spatial_train
LFU_42529118,spatial_train
LFU_42530361,spatial_train
LFU_42530371,spatial_train
LFU_42536002,spatial_train
LFU_42536003,spatial_test
LFU_42539000,spatial_train
LFU_43473635,spatial_train
LFU_43473636,spatial_train
LFU_43476151,spatial_train
LFU_43493291,spatial_train
LFU_43496905,spatial_train
LFU_43506001,spatial_train
LFU_43516002,spatial_train
LFU_43520088,spatial_train
LFU_43520089,spatial_train
LFU_43536001,spatial_train
LFU_43536002,spatial_train
LFU_43540124,spatial_train
LFU_43540350,spatial_train
LFU_43540415,spatial_train
LFU_44458095,spatial_train
LFU_44466000,spatial_train
LFU_44466036,spatial_val
LFU_44473511,spatial_train
LFU_44526143,spatial_train
LFU_44546011,spatial_train
LFU_44546013,spatial_train
LFU_45453266,spatial_train
LFU_45455003,spatial_train
LFU_45468055,spatial_train
LFU_45468056,spatial_train
LFU_45468059,spatial_train
LFU_45498035,spatial_train
LFU_45498038,spatial_train
LFU_46489173,spatial_train
